Name,Card Type,Attribute
Magical Blast,Spell Card,Normal Spell Card
Magical Arm Shield,Trap Card,Normal Trap Card
Magical Android,Monster Card,LIGHT
Magical Abductor,Monster Card,EARTH
Magic Triangle of the Ice Barrier,Spell Card,Normal Spell Card
Magic Reflector,Spell Card,Normal Spell Card
Magic Drain,Trap Card,Counter Trap Card
Magic Deflector,Trap Card,Normal Trap Card
Mage Power,Spell Card,Equip Spell Card
Madolchepalooza,Trap Card,Normal Trap Card
Maestroke the Symphony Djinn,Monster Card,DARK
Madolche Waltz,Trap Card,Continuous Trap Card
Madolche Ticket,Spell Card,Continuous Spell Card
Madolche Teacher Glassouffle,Monster Card,EARTH
Madolche Tea Break,Trap Card,Counter Trap Card
Madolche Salon,Spell Card,Continuous Spell Card
Madolche Queen Tiaramisu,Monster Card,EARTH
Madolche Puddingcess Chocolat-a-la-Mode,Monster Card,EARTH
Madolche Puddingcess,Monster Card,EARTH
Madolche Marmalmaide,Monster Card,EARTH
Madolche Magileine,Monster Card,EARTH
Madolche Lesson,Trap Card,Normal Trap Card
Madolche Hootcake,Monster Card,EARTH
Madolche Fresh Sistart,Monster Card,EARTH
Madolche Cruffssant,Monster Card,EARTH
Madolche Baaple,Monster Card,EARTH
Madolche Chouxvalier,Monster Card,EARTH
Madolche Anjelly,Monster Card,EARTH
Mad Sword Beast,Monster Card,EARTH
Mad Reloader,Monster Card,DARK
Mad Lobster,Monster Card,WATER
Machine Lord Ür,Monster Card,EARTH
Machine King Prototype,Monster Card,EARTH
Machine King - 3000 B.C.,Trap Card,Continuous Trap Card
Machine King,Monster Card,EARTH
Machine Duplication,Spell Card,Normal Spell Card
Machine Conversion Factory,Spell Card,Equip Spell Card
Machine Angel Ritual,Spell Card,Ritual Spell Card
Machine Angel Absolute Ritual,Spell Card,Ritual Spell Card
Machina Unclaspare,Monster Card,DARK
Machina Soldier,Monster Card,EARTH
Machina Ruinforce,Monster Card,DARK
Machina Sniper,Monster Card,EARTH
Machina Resavenger,Monster Card,DARK
Machina Redeployment,Spell Card,Normal Spell Card
Machina Possesstorage,Monster Card,DARK
Machina Peacekeeper,Monster Card,EARTH
Machina Overdrive,Trap Card,Normal Trap Card
Machina Metalcruncher,Monster Card,EARTH
Machina Megaform,Monster Card,EARTH
Machina Force,Monster Card,EARTH
Machina Defense Perimeter,Spell Card,Continuous Spell Card
Machina Defender,Monster Card,EARTH
Machina Armored Unit,Spell Card,Continuous Spell Card
Machina Air Raider,Monster Card,EARTH
Ma'at,Monster Card,LIGHT
M-X-Saber Invoker,Monster Card,EARTH
M-Warrior 2,Monster Card,EARTH
M-Warrior 1,Monster Card,EARTH
Lyrilusc - Turquoise Warbler,Monster Card,WIND
Lyrilusc - Sapphire Swallow,Monster Card,WIND
Lyrilusc - Phantom Feathers,Trap Card,Normal Trap Card
Lyrilusc - Independent Nightingale,Monster Card,WIND
Lyrilusc - Ensemblue Robin,Monster Card,WIND
Lyrilusc - Cobalt Sparrow,Monster Card,WIND
Lyrilusc - Celestine Wagtail,Monster Card,WIND
Lyrilusc - Bird Strike,Spell Card,Normal Spell Card
Lyrilusc - Bird Sanctuary,Spell Card,Continuous Spell Card
Lyrilusc - Bird Call,Spell Card,Normal Spell Card
Lyrilusc - Beryl Canary,Monster Card,WIND
Lyna the Light Charmer,Monster Card,LIGHT
"Lyla, Twilightsworn Enchantress",Monster Card,DARK
"Lyla, Lightsworn Sorceress",Monster Card,LIGHT
Lycanthrope,Monster Card,EARTH
"Luster Pendulum, the Dracoslayer",Monster Card,LIGHT
Luster Dragon 2,Monster Card,WIND
Luster Dragon,Monster Card,WIND
Lunalight Yellow Marten,Monster Card,DARK
Lunalight Wolf,Monster Card,LIGHT
Lunalight White Rabbit,Monster Card,DARK
Lunalight Tiger,Monster Card,LIGHT
Lunalight Serenade Dance,Trap Card,Continuous Trap Card
Lunalight Sabre Dancer,Monster Card,DARK
Lunalight Reincarnation Dance,Trap Card,Normal Trap Card
Lunalight Purple Butterfly,Monster Card,DARK
Lunalight Kaleido Chick,Monster Card,DARK
Lunalight Fusion,Spell Card,Normal Spell Card
Lunalight Emerald Bird,Monster Card,DARK
Lunalight Crimson Fox,Monster Card,DARK
Lunalight Blue Cat,Monster Card,DARK
Lunalight Cat Dancer,Monster Card,DARK
Lunalight Black Sheep,Monster Card,DARK
Luna Light Perfume,Spell Card,Normal Spell Card
Luna the Dark Spirit,Monster Card,DARK
Luminous Spark,Spell Card,Field Spell Card
"Lumina, Lightsworn Summoner",Monster Card,LIGHT
Lone Wolf,Trap Card,Continuous Trap Card
Loge's Flame,Trap Card,Continuous Trap Card
"Loki, Lord of the Aesir",Monster Card,DARK
Locomotion R-Genex,Monster Card,DARK
Lockout Gardna,Monster Card,EARTH
Lock Cat,Monster Card,EARTH
Ljosalf of the Nordic Alfar,Monster Card,LIGHT
Lizard Soldier,Monster Card,WIND
Live☆Twin Ki-sikil,Monster Card,LIGHT
Live☆Twin Home,Spell Card,Quick-Play Spell Card
Live☆Twin Channel,Spell Card,Field Spell Card
Little-Winguard,Monster Card,WIND
Little Trooper,Monster Card,EARTH
The Little Swordsman of Aile,Monster Card,WATER
Little Chimera,Monster Card,FIRE
Litmus Doom Swordsman,Monster Card,DARK
Litmus Doom Ritual,Spell Card,Ritual Spell Card
Lionhearted Locomotive,Monster Card,EARTH
Liquid Beast,Monster Card,WATER
Lion Alligator,Monster Card,WATER
Linkuriboh,Monster Card,DARK
Linkslayer,Monster Card,EARTH
Linkmail Archfiend,Monster Card,DARK
Linkerbell,Monster Card,EARTH
Linkbelt Wall Dragon,Monster Card,EARTH
Link Streamer,Monster Card,LIGHT
Link Turret,Trap Card,Continuous Trap Card
Link Infra-Flier,Monster Card,WIND
Link Hole,Spell Card,Normal Spell Card
Link Disciple,Monster Card,LIGHT
Link Devotee,Monster Card,EARTH
Link Burst,Spell Card,Normal Spell Card
Link Bumper,Monster Card,EARTH
Link Back,Spell Card,Normal Spell Card
Link Bound,Spell Card,Quick-Play Spell Card
Lineage of Destruction,Trap Card,Normal Trap Card
Lindbloom,Monster Card,EARTH
Limiter Removal,Spell Card,Quick-Play Spell Card
Limiter Overload,Trap Card,Normal Trap Card
Limit Reverse,Trap Card,Continuous Trap Card
Limit Overdrive,Spell Card,Quick-Play Spell Card
Limit Code,Trap Card,Normal Trap Card
Limit Impulse,Trap Card,Normal Trap Card
Lillybot (card),Monster Card,LIGHT
Lightwave Tuning,Spell Card,Normal Spell Card
Lightsworn Sanctuary,Spell Card,Continuous Spell Card
Lightsworn Sabre,Spell Card,Equip Spell Card
Lightray Sorcerer,Monster Card,LIGHT
Lightray Madoor,Monster Card,LIGHT
Lightray Grepher,Monster Card,LIGHT
Lightray Gearfried,Monster Card,LIGHT
Lightray Diabolos,Monster Card,LIGHT
Lightray Daedalus,Monster Card,LIGHT
Lightning Storm,Spell Card,Normal Spell Card
Lightning Rod Lord,Monster Card,LIGHT
Lightning Punisher,Monster Card,DARK
Lightning Conger,Monster Card,WATER
Light-Imprisoning Mirror,Trap Card,Continuous Trap Card
Lightning Chidori,Monster Card,WIND
Light Wing Shield,Spell Card,Quick-Play Spell Card
Light Spiral,Trap Card,Continuous Trap Card
Light of Redemption,Spell Card,Normal Spell Card
Light of Judgment,Trap Card,Normal Trap Card
Light of Intervention,Trap Card,Continuous Trap Card
Light of Destruction (card),Trap Card,Continuous Trap Card
Light Laser,Spell Card,Equip Spell Card
Light End Dragon,Monster Card,LIGHT
Light Dragon @Ignister,Monster Card,LIGHT
Light Barrier,Spell Card,Field Spell Card
Life Stream Dragon,Monster Card,EARTH
Life Equalizer,Trap Card,Normal Trap Card
Life Absorbing Machine,Trap Card,Continuous Trap Card
Libromancer Geek Boy,Monster Card,WIND
Libromancer Doombroker,Monster Card,DARK
Libromancer Firestarter,Monster Card,FIRE
Leviair the Sea Dragon,Monster Card,WIND
Levia-Dragon - Daedalus,Monster Card,WATER
Level Warrior,Monster Card,LIGHT
Level Up!,Spell Card,Normal Spell Card
Level Tuning,Spell Card,Normal Spell Card
Level Retuner,Trap Card,Normal Trap Card
Level Resist Wall,Trap Card,Normal Trap Card
Level Modulation,Spell Card,Normal Spell Card
Level Limit - Area B,Spell Card,Continuous Spell Card
Level Down!?,Spell Card,Quick-Play Spell Card
Level Conversion Lab,Trap Card,Normal Trap Card
Lesser Fiend,Monster Card,DARK
Lesser Dragon,Monster Card,WIND
Leotron,Monster Card,EARTH
Leotaur,Monster Card,EARTH
Leonardo's Silver Skyship,Monster Card,WIND
Leodrake's Mane,Spell Card,Normal Spell Card
"Leo, the Keeper of the Sacred Tree",Monster Card,EARTH
Leng Ling,Monster Card,DARK
"Lemuria, the Forgotten City",Spell Card,Field Spell Card
Lemon Magician Girl,Monster Card,LIGHT
Lekunga,Monster Card,WATER
Leghul,Monster Card,EARTH
Legion the Fiend Jester,Monster Card,DARK
Legendary Wind-Up Key,Spell Card,Quick-Play Spell Card
Legendary Sword,Spell Card,Equip Spell Card
Legendary Six Samurai - Kizan,Monster Card,EARTH
Legendary Six Samurai - Kageki,Monster Card,WIND
Legendary Six Samurai - Enishi,Monster Card,LIGHT
Legendary Secret of the Six Samurai,Monster Card,DARK
Legendary Maju Garzett,Monster Card,DARK
A Legendary Ocean,Spell Card,Field Spell Card
Legendary Magician of Dark,Monster Card,DARK
Legendary Knight Timaeus,Monster Card,LIGHT
Legendary Knight Hermos,Monster Card,LIGHT
Legendary Jujitsu Master,Monster Card,EARTH
Legendary Flame Lord,Monster Card,FIRE
The Legendary Fisherman III,Monster Card,WATER
The Legendary Fisherman,Monster Card,WATER
The Legendary Fisherman II,Monster Card,WATER
Legendary Fiend,Monster Card,DARK
The Legendary Exodia Incarnate,Monster Card,DARK
Legendary Ebon Steed,Spell Card,Equip Spell Card
Legendary Dragon of White,Monster Card,LIGHT
Legacy of Yata-Garasu,Trap Card,Normal Trap Card
Laval Warrior,Monster Card,FIRE
Laval Volcano Handmaiden,Monster Card,FIRE
Laval the Greater,Monster Card,FIRE
Laval Magma Cannoneer,Monster Card,FIRE
Laval Coatl,Monster Card,FIRE
Laval Lakeside Lady,Monster Card,FIRE
Laval Cannon,Monster Card,FIRE
Laval Burner,Monster Card,FIRE
Laval Archer,Monster Card,FIRE
Laval Blaster,Monster Card,FIRE
Lava Golem,Monster Card,FIRE
Lava Dragon,Monster Card,FIRE
Lava Battleguard,Monster Card,EARTH
Laundry Dragonmaid,Monster Card,WATER
Launcher Spider,Monster Card,FIRE
Launcher Commander,Monster Card,EARTH
Latency,Monster Card,LIGHT
Last Will,Spell Card,Normal Spell Card
"Latinum, Exarch of Dark World",Monster Card,DARK
The Last Warrior from Another Planet,Monster Card,EARTH
Last Turn,Trap Card,Normal Trap Card
Last Resort,Trap Card,Normal Trap Card
Last Minute Cancel,Trap Card,Normal Trap Card
Last Counter,Trap Card,Counter Trap Card
Last Chapter of the Noble Knights,Spell Card,Normal Spell Card
Laser Qlip,Spell Card,Field Spell Card
LaSolfachord Angelia,Monster Card,FIRE
Larvas,Monster Card,EARTH
Larvae Moth,Monster Card,EARTH
Lappis Dragon,Monster Card,WATER
Lantern Shark,Monster Card,WATER
LANphorhynchus,Monster Card,LIGHT
Lancer Dragonute,Monster Card,DARK
Lancer Archfiend,Monster Card,DARK
Lancephorhynchus,Monster Card,WIND
Lair Wire,Trap Card,Normal Trap Card
Lair of Darkness,Spell Card,Field Spell Card
Lady of the Lake,Monster Card,LIGHT
Lady of Faith,Monster Card,LIGHT
Lady of D.,Monster Card,DARK
Labyrinth Wall,Monster Card,EARTH
Lady Assailant of Flames,Monster Card,FIRE
Labyrinth Tank,Monster Card,DARK
Labyrinth of Nightmare (card),Trap Card,Continuous Trap Card
Labradorite Dragon,Monster Card,DARK
La Jinn the Mystical Genie of the Lamp,Monster Card,DARK
Kyoutou Waterfront,Spell Card,Field Spell Card
Kwagar Hercules,Monster Card,EARTH
Kuro-Obi Karate Spirit,Monster Card,WIND
"Kuzunoha, the Onmyojin",Monster Card,DARK
Kuwagata α,Monster Card,EARTH
Kurivolt,Monster Card,LIGHT
Kuriphoton,Monster Card,LIGHT
Kuriboo,Monster Card,DARK
Kuribon,Monster Card,LIGHT
Kuribohrn,Monster Card,LIGHT
Kuribee,Monster Card,DARK
Kuribandit,Monster Card,DARK
Kuribabylon,Monster Card,DARK
Kuraz the Light Monarch,Monster Card,LIGHT
Kurama,Monster Card,WIND
Kunoichi,Monster Card,WIND
Krystal Avatar,Trap Card,Continuous Trap Card
Krebons,Monster Card,DARK
Krawler Ranvier,Monster Card,EARTH
Krawler Spine,Monster Card,EARTH
Krawler Receptor,Monster Card,EARTH
Krawler Glial,Monster Card,EARTH
Krawler Dendrite,Monster Card,EARTH
Kozmourning,Trap Card,Continuous Trap Card
Kozmotown,Spell Card,Field Spell Card
Kozmoll Wickedwitch,Monster Card,DARK
Kozmoll Dark Lady,Monster Card,DARK
Kozmojo,Trap Card,Normal Trap Card
Kozmo Tincan,Monster Card,LIGHT
Kozmo Scaredy Lion,Monster Card,LIGHT
Kozmo Lightsword,Spell Card,Equip Spell Card
Kozmo Landwalker,Monster Card,DARK
Kozmo Goodwitch,Monster Card,LIGHT
Kozmo Forerunner,Monster Card,LIGHT
Kozmo DOG Fighter,Monster Card,DARK
Kozmo Delta Shuttle,Monster Card,DARK
Kozmo Dark Planet,Monster Card,DARK
Kozmo Dark Eclipser,Monster Card,DARK
Kozmo Dark Destroyer,Monster Card,DARK
Kozaky's Self-Destruct Button,Trap Card,Normal Trap Card
Kozaky,Monster Card,DARK
Koumori Dragon,Monster Card,DARK
Kotodama,Monster Card,EARTH
Koalo-Koala,Monster Card,EARTH
Koa'ki Ring,Spell Card,Normal Spell Card
Koa'ki Meiru War Arms,Monster Card,EARTH
Koa'ki Meiru Wall,Monster Card,EARTH
Koa'ki Meiru Valafar,Monster Card,FIRE
Koa'ki Meiru Urnight,Monster Card,EARTH
Koa'ki Meiru Tornado,Monster Card,WIND
Koa'ki Meiru Prototype,Monster Card,EARTH
Koa'ki Meiru Powerhand,Monster Card,EARTH
Koa'ki Meiru Supplier,Monster Card,EARTH
Koa'ki Meiru Overload,Monster Card,EARTH
Koa'ki Meiru Maximus,Monster Card,WIND
Koa'ki Meiru Initialize!,Spell Card,Quick-Play Spell Card
Koa'ki Meiru Ice,Monster Card,WATER
Koa'ki Meiru Hydro Barrier,Monster Card,WATER
Knightmare Phoenix,Monster Card,FIRE
Knightmare Unicorn,Monster Card,DARK
Koa'ki Meiru Guardian,Monster Card,EARTH
Knightmare Mermaid,Monster Card,WATER
Knightmare Incarnation Idlee,Monster Card,DARK
Knightmare Gryphon,Monster Card,LIGHT
Kitchen Dragonmaid,Monster Card,FIRE
Kishido Spirit,Spell Card,Continuous Spell Card
Kiseitai,Monster Card,DARK
Kiryu,Monster Card,DARK
Kinka-byo,Monster Card,DARK
The Kick Man,Monster Card,DARK
Key Mouse,Monster Card,EARTH
Key Mace 2,Monster Card,DARK
Key Mace,Monster Card,LIGHT
Key Man the Key Warrior,Monster Card,EARTH
Kelbek,Monster Card,EARTH
Keldo,Monster Card,EARTH
"Keurse, the Ogdoadic Light",Monster Card,LIGHT
Keeper of the Shrine,Monster Card,DARK
Keeper of Dragon Magic,Monster Card,DARK
Kazejin,Monster Card,WIND
"Kayenn, the Master Magma Blacksmith",Monster Card,FIRE
Karma of the Destruction Swordsman,Spell Card,Quick-Play Spell Card
Karma Cut,Trap Card,Normal Trap Card
Kasha,Monster Card,EARTH
Karbonala Warrior,Monster Card,EARTH
Karate Man,Monster Card,EARTH
"Karakuri Watchdog mdl 313 'Saizan'",Monster Card,EARTH
Karakuri Trick House,Trap Card,Normal Trap Card
"Karakuri Super Shogun mdl 00N 'Bureibu'",Monster Card,EARTH
"Karakuri Strategist mdl 248 'Nishipachi'",Monster Card,EARTH
"Karakuri Steel Shogun mdl 00X 'Bureido'",Monster Card,EARTH
"Karakuri Soldier mdl 236 'Nisamu'",Monster Card,EARTH
Karakuri Spider,Monster Card,EARTH
Karakuri Showdown Castle,Spell Card,Field Spell Card
"Karakuri Shogun mdl 00 'Burei'",Monster Card,EARTH
"Karakuri Ninja mdl 919 'Kuick'",Monster Card,EARTH
"Karakuri Muso mdl 818 'Haipa'",Monster Card,EARTH
"Karakuri Ninja mdl 7749 'Nanashick'",Monster Card,EARTH
"Karakuri Komachi mdl 224 'Ninishi'",Monster Card,EARTH
"Karakuri Merchant mdl 177 'Inashichi'",Monster Card,EARTH
Karakuri Klock,Trap Card,Normal Trap Card
"Karakuri Ninja mdl 339 'Sazank'",Monster Card,EARTH
Karakuri Gold Dust,Spell Card,Quick-Play Spell Card
Karakuri Gama Oil,Spell Card,Equip Spell Card
Karakuri Cash Shed,Trap Card,Counter Trap Card
Karakuri Cash Cache,Spell Card,Normal Spell Card
"Karakuri Bushi mdl 6318 'Muzanichiha'",Monster Card,EARTH
"Karakuri Gama mdl 4624 'Shirokunishi'",Monster Card,EARTH
Karakuri Cash Inn,Trap Card,Normal Trap Card
"Karakuri Bonze mdl 9763 'Kunamzan'",Monster Card,EARTH
"Karakuri Barrel mdl 96 'Shinkuro'",Monster Card,EARTH
Karakuri Anatomy,Spell Card,Continuous Spell Card
Kangaroo Champ,Monster Card,EARTH
Kanzashi the Rikka Queen,Monster Card,WATER
Kanan the Swordmistress,Monster Card,EARTH
"Kamion, the Timelord",Monster Card,EARTH
Kamionwizard,Monster Card,DARK
"Kamui, Hope of Gusto",Monster Card,WIND
Kaminote Blow,Spell Card,Normal Spell Card
Kaminari Attack,Monster Card,WIND
"Kalantosa, Mystical Beast of the Forest",Monster Card,EARTH
Kaiza the Hidden Star,Monster Card,EARTH
Kaiser Vorse Raider,Monster Card,DARK
Kaiser Sea Snake,Monster Card,WATER
Kaiser Sea Horse,Monster Card,LIGHT
Kaiser Glider,Monster Card,LIGHT
"Kaiser Eagle, the Heavens' Mandate",Monster Card,LIGHT
Kaiser Dragon,Monster Card,LIGHT
Kaiser Colosseum,Spell Card,Continuous Spell Card
Kairyu-Shin,Monster Card,WATER
Kaiki the Unity Star,Monster Card,LIGHT
The Kaiju Files,Spell Card,Continuous Spell Card
Kaiju Capture Mission,Trap Card,Continuous Trap Card
Kaibaman,Monster Card,LIGHT
Kai-Den Kendo Spirit,Monster Card,WIND
"Kahkki, Guerilla of Dark World",Monster Card,DARK
Kageningen,Monster Card,DARK
Kagetokage,Monster Card,DARK
Kagemusha of the Six Samurai,Monster Card,EARTH
Kagemusha of the Blue Flame,Monster Card,EARTH
Kagemucha Knight,Monster Card,DARK
Kachi Kochi Dragon,Monster Card,EARTH
Kabuki Dragon,Monster Card,LIGHT
Kabazauls,Monster Card,WATER
KA-2 Des Scissors,Monster Card,DARK
Jutte Fighter,Monster Card,EARTH
Justice of Prophecy,Monster Card,EARTH
Justice Bringer,Monster Card,EARTH
Justi-Break,Trap Card,Normal Trap Card
Just Desserts,Trap Card,Normal Trap Card
Jurraegg Token,Monster Card,EARTH
Jurrac Velphito,Monster Card,FIRE
Jurrac Velo,Monster Card,FIRE
Jurrac Tyrannus,Monster Card,FIRE
Jurrac Titano,Monster Card,FIRE
Jurrac Stauriko,Monster Card,FIRE
Jurrac Spinos,Monster Card,FIRE
Jurrac Ptera,Monster Card,FIRE
Jurrac Protops,Monster Card,FIRE
Jurrac Monoloph,Monster Card,FIRE
Jurrac Meteor,Monster Card,FIRE
Jurrac Impact,Trap Card,Normal Trap Card
Jurrac Iguanon,Monster Card,FIRE
Jurrac Guaiba,Monster Card,FIRE
Jurrac Herra,Monster Card,FIRE
Jurrac Giganoto,Monster Card,FIRE
Jurrac Gallim,Monster Card,FIRE
Jurrac Dino,Monster Card,FIRE
Jurrac Brachis,Monster Card,FIRE
Jurrac Aeolo,Monster Card,FIRE
Jurassic World,Spell Card,Field Spell Card
Juragedo,Monster Card,DARK
Jurassic Impact,Trap Card,Normal Trap Card
"Juno, the Celestial Goddess",Monster Card,LIGHT
Junk Sleep,Trap Card,Continuous Trap Card
Junk Servant,Monster Card,EARTH
Junk Warrior,Monster Card,DARK
Junk Synchron,Monster Card,DARK
Junk Puppet,Spell Card,Normal Spell Card
Junkuriboh,Monster Card,EARTH
Junk Speeder,Monster Card,WIND
Junk Giant,Monster Card,EARTH
Junk Forward,Monster Card,EARTH
Junk Defender,Monster Card,EARTH
Junk Destroyer,Monster Card,EARTH
Junk Connector,Monster Card,DARK
Junk Gardna,Monster Card,EARTH
Junk Converter,Monster Card,EARTH
Junk Collector,Monster Card,LIGHT
Junk Changer,Monster Card,EARTH
Junk Box,Spell Card,Normal Spell Card
Junk Blader,Monster Card,EARTH
Junk Berserker,Monster Card,WIND
Junk Breaker,Monster Card,EARTH
Junk Barrage,Spell Card,Equip Spell Card
Junk Archer,Monster Card,EARTH
Junk Anchor,Monster Card,EARTH
Jumbo Drill,Monster Card,EARTH
Judgment of Pharaoh,Trap Card,Normal Trap Card
Judgment of the Branded,Trap Card,Normal Trap Card
"Judgment, the Dragon of Heaven",Monster Card,LIGHT
Judgment of Thunder,Trap Card,Normal Trap Card
Judgment Dragon,Monster Card,LIGHT
Judgment of the Desert,Trap Card,Continuous Trap Card
The Judgement Hand,Monster Card,EARTH
Judgment of Anubis,Trap Card,Counter Trap Card
Judge of the Ice Barrier,Monster Card,WATER
Judge Man,Monster Card,EARTH
Joyous Melffys,Monster Card,EARTH
Jowls of Dark Demise,Monster Card,WATER
Jowgen the Spiritualist,Monster Card,LIGHT
Joruri-P.U.N.K. Nashiwari Surprise,Trap Card,Normal Trap Card
Joruri-P.U.N.K. Dangerous Gabu,Trap Card,Normal Trap Card
Joruri-P.U.N.K. Madame Spider,Monster Card,EARTH
Joker's Straight,Spell Card,Normal Spell Card
Joker's Knight,Monster Card,LIGHT
Jormungardr the Nordic Serpent,Monster Card,DARK
Jolt Counter,Trap Card,Counter Trap Card
Joker's Wild,Trap Card,Normal Trap Card
"Jormungandr, Generaider Boss of Eternity",Monster Card,EARTH
"Jizukiru, the Star Destroying Kaiju",Monster Card,LIGHT
Jirai Gumo,Monster Card,EARTH
Jinzo 7,Monster Card,DARK
Jinzo - Returner,Monster Card,DARK
Jinzo - Jector,Monster Card,DARK
Jinzo - Lord,Monster Card,DARK
Jinzo - Layered,Monster Card,DARK
Jinzo the Machine Menace,Monster Card,DARK
Jinzo,Monster Card,DARK
Jigen Bakudan,Monster Card,FIRE
"Jiaotu, Darkness of the Yang Zing",Monster Card,DARK
Jewels of the Valiant,Spell Card,Continuous Spell Card
